Trucksize, $ ,Customer Name,job_name_clean,job code,material_clean,final_direction,date_time,Truck #_clean,material_materials,id_materials,material_clean_materials,direction_materials,id_trucks,truck_number_trucks,trucking_company_trucks,notes_trucks,truck_size_trucks,phone_trucks,license_plate_trucks,active_trucks,truck_number_clean_trucks,id_customers,customer_name_customers,full_address_customers,contact_person_customers,phone_number_customers,notes_customers,job_code_alljobs,job_name_alljobs,customer_alljobs,tax_exempt_alljobs,active_alljobs,source_updated_at_alljobs
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026-04-02T09:48:00,c2h22,Broken Concrete,11,broken concrete,IN,240,C2H22,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,c2h22,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026-04-02T09:59:00,gace36,Broken Concrete,11,broken concrete,IN,274,GACE36,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,gace36,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Heinen's Warehouse (2722),2722,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T10:04:00,dev11,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,49,DEV11,DEVIL'S TRUCKING,,Axle 4_5,440-343-4059,PJX3422,True,dev11,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2722,Heinen's Warehouse (2722),"ESI Constructors, Inc.",N,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T10:05:00,mak23,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,98,MAK23,Makupson Logistics,,Axle 4_5,,,True,mak23,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026-04-02T10:13:00,mak22,Broken Concrete,11,broken concrete,IN,97,MAK22,Makupson Logistics,,Axle 4_5,,Temp tag,True,mak22,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T10:19:00,rht247,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,161,RHT247,RH 24 7 TRUCKING,,Axle 4_5,,PNT2020,True,rht247,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Broken Concrete,IN,2026-04-02T10:19:00,gace26,Broken Concrete,11,broken concrete,IN,239,GACE26,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,gace26,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 6, $180.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T10:25:00,pp1,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,431,PP1,Legacy Data (Unknown Hauler),,Axle 6,,,True,pp1,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T10:30:00,mak21,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,237,MAK21,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,mak21,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T10:30:00,c2h19,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,235,C2H19,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,c2h19,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Heinen's Warehouse (2722),2722,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T10:34:00,dev1,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,273,DEV1,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,dev1,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2722,Heinen's Warehouse (2722),"ESI Constructors, Inc.",N,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T10:40:00,c2h21,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,220,C2H21,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,c2h21,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T10:40:00,dev7,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,56,DEV7,DEVIL'S TRUCKING,,Axle 4_5,440-343-4059,PLR4496,True,dev7,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T10:44:00,c2h22,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,240,C2H22,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,c2h22,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Heinen's Warehouse (2722),2722,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T10:47:00,dev5,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,54,DEV5,DEVIL'S TRUCKING,,Axle 4_5,440-343-4059,,True,dev5,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2722,Heinen's Warehouse (2722),"ESI Constructors, Inc.",N,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T10:49:00,mak23,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,98,MAK23,Makupson Logistics,,Axle 4_5,,,True,mak23,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T10:52:00,gace36,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,274,GACE36,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,gace36,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Hydrovac, $500.00 ,Don Wartko Construction,Brecksville,Brecksville,Slop,IN,2026-04-02T10:54:00,tk057,Slop,23,slop,IN,65,TK057,Don Wartko,VAC Truck,HydVac,330-673-5252,,True,tk057,49,Don Wartko Construction,"975 Tallmadge Rd, Kent, OH, 44240",Jeannine Jones,3306735501,invoices@wartkoconstruction.com,Brecksville,Brecksville,Don Wartko Construction,N,1,2026-03-02T13:59:00
TriAxle, $120.00 ,Don Wartko Construction,Brecksville,Brecksville,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T10:55:00,tk084,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,68,TK084,Don Wartko,,TriAxle,330-673-5252,PNF2045,True,tk084,49,Don Wartko Construction,"975 Tallmadge Rd, Kent, OH, 44240",Jeannine Jones,3306735501,invoices@wartkoconstruction.com,Brecksville,Brecksville,Don Wartko Construction,N,1,2026-03-02T13:59:00
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T10:56:00,jdh05,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,88,JDH05,JDH MANAGEMENT LLC,,Axle 4_5,,Temp Tag,True,jdh05,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T11:01:00,rht247,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,161,RHT247,RH 24 7 TRUCKING,,Axle 4_5,,PNT2020,True,rht247,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Tandem, $90.00 ,Credit Card Sales,Credit-Ready Rock Concrete,Credit-Ready Rock Concrete,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T11:02:00,mbg12,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,286,MBG12,Legacy Data (Unknown Hauler),,Tandem,,,True,mbg12,40,Credit Card Sales,"Enter Customer Name for Job, Garfield Hts., OH, 44125",,,,Credit-Ready Rock Concrete,Credit-Ready Rock Concrete,Credit Card Sales,N,1,2026-03-30T11:47:00
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T11:04:00,gace26,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,239,GACE26,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,gace26,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T11:06:00,mak22,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,97,MAK22,Makupson Logistics,,Axle 4_5,,Temp tag,True,mak22,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 6, $180.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T11:13:00,pp1,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,431,PP1,Legacy Data (Unknown Hauler),,Axle 6,,,True,pp1,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T11:16:00,c2h21,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,220,C2H21,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,c2h21,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T11:19:00,dev7,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,56,DEV7,DEVIL'S TRUCKING,,Axle 4_5,440-343-4059,PLR4496,True,dev7,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,"Miller Pipeline, LLC",Lee Rd.,Lee Rd.,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T11:23:00,clell6,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,411,clell6,Clell Construction LLC,,Axle 4_5,,,True,clell6,89,"Miller Pipeline, LLC","PO Box 34141, Indianapolis, IN, 46234",Nancy Hunt,3176535361,apinfo@millerpipeline.com,Lee Rd.,Lee Rd.,Utilities Construction Co.,N,1,2026-01-05T10:01:00
Axle 4_5, $165.00 ,"Miller Pipeline, LLC",Lee Rd.,Lee Rd.,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T11:25:00,clell2,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,432,CLELL2,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,clell2,89,"Miller Pipeline, LLC","PO Box 34141, Indianapolis, IN, 46234",Nancy Hunt,3176535361,apinfo@millerpipeline.com,Lee Rd.,Lee Rd.,Utilities Construction Co.,N,1,2026-01-05T10:01:00
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T11:27:00,c2h22,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,240,C2H22,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,c2h22,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T11:31:00,c2h19,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,235,C2H19,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,c2h19,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T11:33:00,mak23,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,98,MAK23,Makupson Logistics,,Axle 4_5,,,True,mak23,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T11:35:00,mak21,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,237,MAK21,Legacy Data (Unknown Hauler),,Axle 4_5,,,True,mak21,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
Axle 4_5, $165.00 ,MREX,Cuyahoga Cty. Central Service Campus (2777),2777,Other Clean Hard Fill (rubble & mixed material),IN,2026-04-02T11:43:00,jdh05,Other Clean Hard Fill (rubble & mixed material),18,other clean hard fill (rubble & mixed material),IN,88,JDH05,JDH MANAGEMENT LLC,,Axle 4_5,,Temp Tag,True,jdh05,93,MREX,"8616 Euclid-Chardon Road, Kirtland, OH, 44094",,,,2777,Cuy Co Central Svc Camp (2777),Gilbane Building Company,Y,1,
